id,category,creator_id,level,maxUsers,price,title,duration,datetime,creator,description,enrolled_users
351,Yoga,740,intermediate,28,17.4,A Yoga class,1 h 20 min,2023-03-27 16:30:00.530965,anthony_yang,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
352,Body Combat,825,intermediate,49,14.62,A Body Combat class,1 h 40 min,2022-12-03 09:30:00.530965,kelly_adams_jr_,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
353,Personalized,347,begginer,18,16.58,A Personalized class,1 h 55 min,2023-04-17 08:00:00.530965,bryan_miller,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
354,Total Body Conditioning,753,all levels,35,12.18,A Total Body Conditioning class,2 h ,2022-10-28 21:00:00.530965,richard_thompson,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
355,HIIT,119,all levels,25,13.74,A HIIT class,2 h ,2022-09-18 17:30:00.530965,manuel_thomas,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
356,Stretching,432,begginer,24,11.59,A Stretching class,2 h ,2023-03-04 11:00:00.530965,aaron_acevedo,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
357,Body Combat,871,all levels,28,19.33,A Body Combat class,1 h 15 min,2022-12-01 03:00:00.530965,maria_boyd,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session.",[]
358,Other,55,advanced,34,15.53,A Other class,0 h 25 min,2022-06-06 01:00:00.530965,tony_cruz,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
359,HIIT,848,all levels,16,12.52,A HIIT class,0 h ,2023-05-16 20:30:00.530965,pamela_mcclure,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
360,Stretching,385,begginer,17,16.42,A Stretching class,2 h ,2023-01-23 03:00:00.530965,alicia_white,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
361,Kickboxing,236,advanced,29,14.4,A Kickboxing class,0 h 45 min,2023-01-22 21:30:00.530965,vanessa_graham,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment.",[]
362,Personalized,437,all levels,25,14.1,A Personalized class,0 h 25 min,2022-12-24 20:00:00.530965,timothy_bennett,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
363,CrossFit,10,all levels,43,10.8,A CrossFit class,0 h 10 min,2022-09-24 09:00:00.530965,nathan_wong,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness.",[]
364,Barre,848,all levels,6,14.49,A Barre class,0 h 10 min,2022-07-01 00:30:00.530965,pamela_mcclure,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina.",[]
365,Pilates,222,intermediate,46,17.01,A Pilates class,0 h 10 min,2022-07-16 19:30:00.530965,eric_morrison,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
366,Other,728,all levels,50,18.34,A Other class,1 h 30 min,2023-02-11 03:00:00.530965,miranda_armstrong,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
367,Kickboxing,813,begginer,45,7.9,A Kickboxing class,0 h 55 min,2023-02-08 12:30:00.530965,rebecca_serrano,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment.",[]
368,Zumba,141,intermediate,27,18.36,A Zumba class,1 h 10 min,2022-09-19 01:30:00.530965,jermaine_shepherd,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
369,Personalized,604,advanced,14,10.74,A Personalized class,2 h ,2022-07-02 14:30:00.530965,brenda_webb_md,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation.",[]
370,Zumba,54,advanced,5,13.4,A Zumba class,0 h 30 min,2022-08-12 23:30:00.530965,krista_gibbs,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration.",[]
371,HIIT,343,intermediate,15,15.48,A HIIT class,0 h 40 min,2023-01-06 08:00:00.530965,david_williams,Get ready to torch calories and boost your metabolism with our heart-pumping HIIT sessions. Alternate between intense bursts of exercise and short recovery periods to maximize fat burning and achieve fast results.,[]
372,Yoga,503,intermediate,48,15.4,A Yoga class,0 h 25 min,2022-10-11 22:00:00.530965,kristy_carter,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment.",[]
373,Barre,874,begginer,40,14.83,A Barre class,1 h ,2023-05-02 09:30:00.530965,mary_morton,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina.",[]
374,Pilates,640,advanced,11,14.03,A Pilates class,2 h ,2022-11-26 04:30:00.530965,kyle_morris,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace.",[]
375,GAP,592,intermediate,37,16.1,A GAP class,0 h 10 min,2022-10-30 16:00:00.530965,leslie_brown,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique.",[]
376,Spinning,488,begginer,8,12.96,A Spinning class,1 h 55 min,2022-10-09 14:00:00.530965,christian_barnes,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
377,Total Body Conditioning,137,advanced,6,18.3,A Total Body Conditioning class,0 h 55 min,2023-05-24 19:30:00.530965,kyle_roberts,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition.",[]
378,Spinning,125,advanced,24,15.31,A Spinning class,0 h 10 min,2023-01-21 09:30:00.530965,virginia_schneider,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience.",[]
379,Stretching,663,intermediate,28,15.07,A Stretching class,2 h ,2022-07-19 11:00:00.530965,ryan_roman,"Enhance your flexibility, improve posture, and prevent injuries with our rejuvenating stretching classes. Release tension, increase range of motion, and promote muscle recovery while experiencing deep relaxation and stress relief.",[]
380,Other,392,advanced,8,12.69,A Other class,0 h 30 min,2022-06-04 21:30:00.530965,leslie_barnes,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone",[]
