id,category,creator_id,level,maxUsers,price,title,duration,datetime,creator,description
1299,Personalized,196,advanced,13,14.81,A Personalized class,2 h ,2023-11-23 07:30:00.562059,wesley_king,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1300,Aerobics,870,advanced,19,14.07,A Aerobics class,1 h 20 min,2023-12-13 08:30:00.562059,alison_garcia,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1301,Other,597,begginer,37,15.71,A Other class,2 h ,2023-08-20 03:00:00.562059,susan_johnson,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1302,Yoga,510,intermediate,13,13.7,A Yoga class,0 h 5 min,2023-11-13 23:30:00.562059,christina_welch,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment."
1303,Aerobics,111,advanced,28,16.09,A Aerobics class,1 h 10 min,2024-02-10 20:00:00.562059,stephanie_lee,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1304,Yoga,384,begginer,47,15.17,A Yoga class,1 h 15 min,2024-03-20 17:00:00.562059,francisco_santana,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment."
1305,Aerobics,145,advanced,2,13.45,A Aerobics class,1 h 20 min,2023-07-17 09:30:00.562059,ethan_hawkins,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1306,CrossFit,280,advanced,34,16.43,A CrossFit class,0 h 55 min,2024-04-27 00:00:00.562059,steven_guerrero,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness."
1307,Other,955,all levels,5,11.91,A Other class,0 h 10 min,2023-08-29 12:30:00.562059,samuel_nguyen,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1308,GAP,434,intermediate,1,14.82,A GAP class,1 h 15 min,2024-02-26 19:30:00.562059,pamela_sampson,"Focus on your lower body and core strength with our targeted GAP classes. Tone and tighten your glutes, abs, and legs through a combination of exercises designed to help you achieve a firm and toned physique."
1309,Zumba,823,begginer,3,14.53,A Zumba class,1 h 55 min,2023-06-21 23:30:00.562059,amber_walker,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration."
1310,Personalized,977,intermediate,37,17.36,A Personalized class,2 h ,2023-07-31 11:30:00.562059,sharon_ortiz,"Experience the ultimate tailored fitness program with our personalized classes. Our expert trainers will design a workout plan specifically for you, taking into account your goals, fitness level, and preferences to ensure optimal results and motivation."
1311,Yoga,538,all levels,18,16.33,A Yoga class,0 h 15 min,2024-05-05 23:00:00.562059,matthew_francis,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment."
1312,Other,222,all levels,42,18.33,A Other class,0 h 50 min,2023-10-29 04:30:00.562059,joel_villarreal,"Embark on a journey of exploration and variety with our diverse range of specialized fitness classes. From aerial yoga to functional training, we offer unique opportunities to challenge yourself, discover new passions, and uncover hidden talents. Step outside your comfort zone"
1313,Zumba,781,begginer,3,12.51,A Zumba class,1 h 55 min,2023-07-21 03:00:00.562059,angel_ingram,"Join the dance party and get your heart pumping with our exhilarating Zumba classes. Burn calories, boost your energy, and let loose to infectious Latin and international rhythms that make exercising feel like a celebration."
1314,Body Pump,405,intermediate,37,16.81,A Body Pump class,0 h 5 min,2024-01-07 12:00:00.562059,mary_gonzalez,"Sculpt and define your muscles with our invigorating body pump classes. Using barbells and adjustable weights, you'll perform a series of strength-training exercises to target all major muscle groups, leaving you feeling strong and confident."
1315,Kickboxing,815,intermediate,45,12.39,A Kickboxing class,2 h ,2023-12-11 19:30:00.562059,amber_day_phd,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment."
1316,ABS,435,begginer,42,11.76,A ABS class,1 h 10 min,2024-05-09 22:30:00.562059,henry_smith,"Sculpt a strong and defined core with our dedicated ABS classes. Through a variety of exercises specifically targeting your abdominal muscles, you'll work towards achieving a toned midsection and improved stability."
1317,Total Body Conditioning,71,intermediate,31,14.72,A Total Body Conditioning class,1 h ,2023-06-13 20:30:00.562059,christopher_allen,"Transform your body from head to toe with our comprehensive total body conditioning classes. Combining strength, cardio, and flexibility exercises, you'll enjoy a complete workout that targets all muscle groups for improved fitness and body composition."
1318,Kickboxing,83,intermediate,25,13.88,A Kickboxing class,1 h 20 min,2023-09-26 18:00:00.562059,sean_bennett,"Release stress and get a full-body workout with our empowering kickboxing classes. Learn striking techniques, improve your coordination, and build strength while unleashing your inner warrior in a fun and supportive environment."
1319,Body Combat,559,intermediate,39,12.93,A Body Combat class,1 h 45 min,2023-09-02 06:30:00.562059,gregory_lee,"Channel your energy and release stress with our dynamic body combat classes. Combine martial arts-inspired moves with cardiovascular exercises to improve strength, coordination, and cardiovascular fitness in a challenging and empowering session."
1320,CrossFit,434,intermediate,49,21.63,A CrossFit class,0 h 50 min,2023-10-11 16:00:00.562059,pamela_sampson,"Unleash your inner athlete with our high-intensity CrossFit classes. Push your limits, increase strength and endurance, and experience the camaraderie of a supportive community as you tackle challenging workouts designed to optimize your fitness."
1321,Spinning,645,all levels,50,22.37,A Spinning class,2 h ,2023-11-12 21:00:00.562059,robert_williams,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1322,Yoga,923,begginer,45,20.73,A Yoga class,0 h 45 min,2023-09-16 23:00:00.562059,patricia_oneal,"Discover inner peace and enhance your physical and mental well-being with our invigorating yoga classes. Unwind, increase flexibility, and strengthen your body while finding balance and harmony in a serene environment."
1323,Barre,625,all levels,6,12.59,A Barre class,2 h ,2023-06-24 19:30:00.562059,tyler_fox,"Achieve a graceful and sculpted physique with our ballet-inspired barre classes. Combine elements of dance, Pilates, and strength training to tone your muscles, improve flexibility, and embrace your inner ballerina."
1324,Boxing,547,advanced,6,15.64,A Boxing class,2 h ,2023-08-30 18:30:00.562059,thomas_rodriguez,"Unleash your inner fighter and improve your strength and agility with our empowering boxing classes. Learn proper boxing techniques, increase endurance, and build confidence while working up a sweat and relieving stress."
1325,Aerobics,319,all levels,49,19.28,A Aerobics class,0 h 5 min,2024-03-09 20:30:00.562059,edward_baker,"Join the fun and get your heart pumping with our vibrant aerobics classes. Move to energizing music, improve cardiovascular fitness, and enhance coordination while enjoying a lively and engaging workout."
1326,Spinning,870,all levels,45,14.05,A Spinning class,1 h 20 min,2024-03-27 09:00:00.562059,alison_garcia,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1327,Spinning,584,all levels,24,12.45,A Spinning class,2 h ,2023-11-17 02:00:00.562059,christine_lee,"Pedal your way to a healthier you with our energizing spinning classes. Get your heart racing, strengthen your legs, and burn calories as you ride to the rhythm of motivating music in a dynamic and immersive indoor cycling experience."
1328,Pilates,768,all levels,4,16.84,A Pilates class,0 h 15 min,2023-10-19 12:00:00.562059,katherine_adams,"Sculpt your body and improve your posture with our dynamic Pilates sessions. Strengthen your core, tone your muscles, and increase flexibility while engaging in precise movements that promote body awareness and grace."
